tweet,source,human_sentiment,has_human_label,date,stock,known_pumper,price_region,inflection_point,tweet_volume,hour,dayofweek,is_weekend,is_market_hours,fb_polarity,fb_label
"HES another leg up- only position in the red yesterday, now well in the green",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7997,positive
CEE hit fib level 51.80.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.7105,positive
PFE sticking with!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AN taking some off here,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
I need to liste to the little devil on my shoulder more often > In 1000 MTG  5.17 lord help me lol,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Oh CEE....,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
user: user  'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
MBI is stuck at 12.70ish. I say this is bullshit.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.805,negative
"CMG While traveling through Kalamazoo, MI on Friday at 6:00, the place was empty. This is the growth hopes for the company. eshorted  325",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
AAP iphone watch like this..,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"user: AAP wonder how many jumped on the short side with that 52 wk low,  hardly ever smart to go short on lows or long on highs",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"CMG is not necessarily Kalamazoo, but towns like Kalamazoo. They will not buy a 7+ burrito, they don't see the value in it like I do.",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"AAP ppl buy Android cause it is cheap, but a phone that you wear like a watch cool  Game changer!  Think big! all the parts are there",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Helped my brother buy BGS & AAP yesterday. F last week. Better cash in a free dinner while I'm hot.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"lots of good ideas are to earl AAP didn't invent tablet just introduced it when right,  goog glass=smartphone/glasses perv device",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"user: AX looks good for higher prices, gapped above base and held, updated 30 min view:",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5593,positive
"user: AAP Wow, when was the last time we were up 3% doug Kass umour, Einhorn umour let it HOD on no rumour and then :D",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Quietly IBM has been on a nice run. Value lies in its transformative nature. Our take from fall:,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AN stop to 775 on remainder of position,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.676,negative
AAP  finally --- now we can run !!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
WFC SB is culprit for weakness. Bowe puts 44.75 target,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user: AAP This rally won't last IMO great I will sell you some AP5 430puts for 14? money where mouth is?,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user: Suddenly everybody is bullish on AAP. You should hear people on AAP yesterday last 6 months!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user calling for rotation out of everything back to AAP everybody back on the AAP CAT!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Small weekly put position in NFX here,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
The easons I journal...and Pivotal Moments in the Market  (new blog post ) DIA SPY AAP NKD,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"NFX daily make green dot buy yesterday 192 up target, not overbought or oversold still positive.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8674,positive
MTG Cant wait to pull the trigger on that one!!!!,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"AN still flagging, will add to my position over 7.86",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9226,positive
AAP traps works better with a QICK SNAP!. dead bulls and bears IMHO,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
SHOT MSFT  28.29,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
AAP I imagine the bears jumping up and down on that 433.. got it down 0.25 in 30 minutes,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.6274,negative
"user: AAP nothing like firing of CEO to make investors panic other than stock price, it has been best co profit and sales ever",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CEE mother faacker.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"user: AAP Price is volume, volume is key  15M+ action I will stand on the other side of your shorts",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user: Is GOOG ripe for shorting yet?  looking for that 10%-15% drop? it happens in a second with the goog (low Vol),stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.7002,negative
TAB looks like its breaking out a falling wedge,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"Equity Alpha: user F looks like its bottomed and ready to go over 13. If breaks, look for 14+",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
ENOC - need a catalyst? thx szaman not paying attention to it.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"Equity Alpha: INFA is our fav short opp. No growth this year, high valuation. Short under 34.50",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
MTG don't be a bagholder!!!!,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"user:tools - macbooks/phones etc - i do not imagine much time for toys AAP ipod- toy, iphone= itouchw/phone, Ipad=big itouch",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
BAC IMO 12.50 is a question of day from Now !,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"AAP once you have the smartphone-mini you can ad as many APPS you want , because you wear it, not stuffed in pocket.. think SII v/comand",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user: user AAP  GOOG Glass is not a rumor.Gglass is a s/phone/glasses *perv alert* & women hate,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
I will short ASNA once it fails 19.07. Gonna be worth the wait.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"user: why curse GOOG by raising target to 1,k? (currentlyAAP is trading at 1200 FYI)    stock price = dick size (or lack of)",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP & GOOG it is all Skynet trading right now lockstep 3 Pm it will get exciting again,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"KKD Yummy, yummy, doughnuts. ong at 14.25",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
VZ ooks like an 11 day winning streak,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7074,positive
"AAP probably small fadethen a pop finish (I think 435-437).. everything is green today,  tomorrow.. who knows",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"As long as it doesn't cross the 21.58 Fibonacci evel, the short is valid. INTC",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
user: AAP Treadmill stock. Dare I place 440 call? lots of people betting on 450 next friday,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CPSS - yup I see it :) nice stocastic cycle,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"eading stocks topped early in the day, even as ES_F pushed higher. elative weakness on a strong up day. SODA SPW QCOM FB AAP BID",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.8469,positive
JMBA from watch list has volume of 103% of ave full day - slightly over line,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5331,positive
user: AAP Covered 1/2 +7.27 (434.97 - 427.70). ? good in and out you might get to re buy in 30 minutes,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
does everybody know that AAP  & TC can do VEY little in regards to a stock price? you should be praying to SKYNET and GS,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
SHOT MTG  5.18,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
Bot AAP puts as this is a dead cat bounce. Free fall will continue into Friday.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
Come on MTG do the Harlem Shake.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"user: JCP if ya think this won't bounce on that news, see GPN>> Agree, but still a dying business on both accounts",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.5675,negative
CIE Seems geady to go South,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
AAP strong if they keep buying into the close..,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7628,positive
"Watch SOH here under 46.73, could be a short imo.",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.5814,negative
"DN MTG, anyone thinking of shorting these names?  These 2, specifically, DN seems to have a history of huge spikes up and then collapses",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
COST 5 min,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"SK Check the intraday, tell me this thing isn't ready to blow up.  Almost 30k shares traded in 1 minute EOD :)",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user: AAP The days you wished that you had bought in. I spent some money averaging down to 420 yesterday yeehaw!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
DNKN slightly above resistance,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"user: AAP, if everyone thinks its going up tomorrow, its going down.. ~ you speak as if humans were in charge.. not SKYNET",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
NYSE After-hour Most Advanced: HCI EX EPZ POE PQ EDG SXC GTI EGY,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
SWHC call starting - sunshine and bullets.  Ha! lol,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
MTG MGIC Investment commences offering of 135M shares of common stock - Trading Thru Post market highs at 5.5 on dilutive news ong MTG,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"SHD added to short position on move up, Sears headed lower part II now available:",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"PAY - DOWNGADE.... lemme just check something real quick... actually, PGADE! - anyone else notice a 12 gap here?",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user BrokeInvestor634 I may have been wrong about that pullback. SII,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Market Wrap Video + Additions to Watch ist  including: AO GMC IMC IQNT JEC SOX,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
TWX Wait for re-entry point: 54-53.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP  from  Still nothing bullish here,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
AAP How an Internet-trained Apple analyst lost tens of millions of other peoples' money,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
big freakin HT to myself as CEE was the ONY stock mentioned in  my Dec12 video as a breakout stock for 2013 :),stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
seen to outperform peers this week: NF CEG PCYC N MWIV GW VMI TM NKD GOOG MPC ADS ATHN CEN BIIB MIDD MSI,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8365,positive
TAB has just broke a Falling Wedge Pattern. Short-term sentiment has turn bullish.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.7909,negative
NVDA MACD indicating that the current short term price trend is bullish.Breakout watch over 12.85,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP sharing where and why I added to short position yesterday VIDEO,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
BAC Around 10AM On Factory Data I expect a Slight Pullback that could be a entry point B4 the run over 12.50,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.6367,negative
will AAP go down?,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.7654,negative
"BAC finally bought BofA, don't know why.  Just one of those hunches.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP  -  Apple may introduce the next iPhone and iPad in April,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
NVDA Will watch to see if it can break 12.85,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP nice to rally without a rumour,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8789,positive
AMTD TD Ameritrade two massive blocks of upside calls over past week.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5539,positive
KEX strong start,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.927,positive
BAC in next weeks 13 calls at .02...,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
ENOC good start like it over 17,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CNQ nice start but needs better vol,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"user: user Fail to see how you made money. AAP Buy low sell high FYI or sell high, buy back lower.. same everywhere ;)",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
VSAT interesting here. Above .20 could signal attempt at recent highs near  50.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.4199,negative
"user: ast year, cash announce was March19, third Monday. Expected March18 this year? AAP bottom was called today 2009",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
DDD also following through nicely from yesterday to the downside,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.6973,positive
BAC Stressesult Tomorrow 4.40pm ET & After we will have the Dividend as a follow through catalyst !!!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
OSI peeling some off here 9.1,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
APA Insiders staring to buy and at a macro bottom IMO...patience.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Joining the party. user: NKE is my only position not ripping today.  But it looks ready.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
PAY Awesome action (with volume) and breaking through the 20.95 mark. (key pivot point),stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
ENOC trying to get over 17,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
HS watch for a possible bounce around 45.65. pic.twitter.com/adwJrD75NE,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
BAC next week's 12 calls getting a lot of Play!,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP breaking down. Still holding puts.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.8759,negative
ME opened a position at 4.64 -,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
ISG Decent amount of Vol. behind this bounce. One day does not make a trend. Holding Short,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"SAVE continues run, all-time high within sight. Our budget airline analysis from fall:",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
ENOC taking more off here,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
DDD thinking about adding here.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
WAG nice short under 48.24,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
WAG nioce short in .02 cents.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.4872,negative
Short WAG  40.23,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"ENOC 17.60ish my final tgt, 1715 stop",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"ENOC here comes the next push, getting close to my final destination 1760 or so",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"ZOT good entry here, next fib level is 10.39, and current support is 10.08.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Watch 19.50 for EXP ahead of an expected earnings beat next week,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"CZO going to 24.30, volume is good.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7566,positive
